NOTIFICATION_ID,NOTIF_TYPE,CREATED_DATE,SUPPLIER,PART_NUMBER,PART_DESCRIPTION,LOT_NUMBER,PO_REFERENCE,QTY_INSPECTED,QTY_REJECTED,DEFECT_CODE,DEFECT_DESCRIPTION,SEVERITY,DISPOSITION,INSPECTION_SITE,STATUS,CLOSED_DATE
QN-026-04583,SCAR,2026-03-23,"Gumi Electronics Industry Co, Ltd",CMP-DSP-0500,OLED display module 393,LOT-202603-21,,14800,45,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-US-06,OPEN,N/A
QN-026-04584,INCOMING_INSPECTION,2026-03-30,Ulsan Precision,CMP-BAT-0146,Li-ion battery pack 047,LOT-202603-38,,16800,480,DEF-COSM-02,cosmetic scratch beyond spec,CRITICAL,SCRAP,MER-DC-NL-01,OPEN,NULL
QN-026-04585,INCOMING_INSPECTION,2026-04-06,"Suwon Components Co., Ltd.",CMP-CBL-0193,flex ribbon cable 086,LOT-202604-55,4500087350,6350,70,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-DE-01,OPEN,
QN-026-04586,SUPPLIER_COMPLAINT,2026-04-13,Fukuoka Tooling Industrial Corp.,CMP-ADH-0240,structural adhesive 141,LOT-202604-72,4500088205,18900,60,DEF-PKG-05,packaging damaged in transit,MINOR,SCRAP,MER-DC-CN-01,OPEN,NULL
QN-026-04587,SCAR,2026-04-20,Hailong Acoustics Industrial Corp.,CMP-FST-0488,torx screw 389,LOT-202604-89,,18600,340,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-CN-02,OPEN,N/A
QN-026-04588,INCOMING_INSPECTION,2026-04-27,Chengdu Skylark Display Joint Stock Company,CMP-ENC-0134,machined housing 035,LOT-202604-16,,15600,80,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-JP-01,OPEN,
QN-026-04589,INCOMING_INSPECTION,2026-05-04,Hue Amber Acoustics Industrial Corp.,CMP-DSP-0516,OLED DISPLAY MODULE 417,LOT-202605-33,,16900,70,DEF-DIM-03,dimension out of tolerance,MINOR,SCRAP,MER-DC-GB-01,OPEN,N/A
QN-026-04590,SUPPLIER_COMPLAINT,2026-05-11,Ningbo Anchor Tooling,CMP-PCB-0268,main logic board assembly 169,LOT-202605-50,4500089768,10100,35,DEF-DIM-03,dimension out of tolerance,MINOR,REWORK,MER-DC-MX-01,CLOSED,2026-06-12
QN-026-04591,SCAR,2026-05-18,"Zhuhai Coral Acoustics Industry Co., Ltd.",CMP-DSP-0115,OLED display module 016,LOT-202605-67,4500087715,700,0,DEF-SWELL-06,cell pouch deformation observed,MINOR,REWORK,MER-DC-SG-01,CLOSED,2026-06-20
QN-026-04592,INCOMING_INSPECTION,2026-05-25,"Hangzhou Lake Display Industry Co., Ltd.",CMP-BAT-0362,Li-ion battery pack 263,LOT-202605-84,,7400,5,DEF-SWELL-06,cell pouch deformation observed,MINOR,SCRAP,MER-3PL-US-01,CLOSED,2026-06-28
QN-026-04593,INCOMING_INSPECTION,2026-06-01,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0409,flex ribbon cable 302,LOT-202606-11,,13400,290,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,REWORK,MER-3PL-PL-02,OPEN,N/A
QN-026-04594,SUPPLIER_COMPLAINT,2026-06-08,Long An Microsystems Industrial Corp.,CMP-ADH-0256,structural adhesive 149,LOT-202606-28,,4150,60,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-3PL-MY-03,CLOSED,2026-07-14
QN-025-04595,SCAR,2025-01-11,Pusan Metalworks Industrial Corp.,CMP-FST-0303,TORX SCREW 204,LOT-202501-45,4500087029,19850,480,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,USE_AS_IS,MER-DC-US-01,CLOSED,2025-02-17
QN-025-04596,INCOMING_INSPECTION,2025-01-18,Toyohashi Gear Microsystems Industrial Corp,MRO-GEN-0718,maintenance supply item 18,LOT-202501-62,,12700,5,DEF-PKG-05,packaging damaged in transit,MINOR,REWORK,MER-DC-US-02,CLOSED,2025-02-25
QN-025-04597,INCOMING_INSPECTION,2025-01-25,Hsinchu Circuit Inc.,CMP-CAM-0437,camera module 338,LOT-202501-79,,4800,0,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-DC-US-03,CLOSED,2025-03-05
QN-025-04598,SUPPLIER_COMPLAINT,2025-02-01,Yokohama  Kiyo Microsystems Corporation,CMP-PCB-0284,main logic board assembly 185,LOT-202502-96,,9000,35,DEF-ELEC-04,fails electrical continuity test,MAJOR,RETURN_TO_VENDOR,MER-DC-US-04,CLOSED,2025-03-13
QN-025-04599,SCAR,2025-02-08,"Daegu Metalworks Industry Co., Ltd.",MRO-GEN-0701,maintenance supply item 01,LOT-202502-23,,16200,480,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,RETURN_TO_VENDOR,MER-DC-US-05,CLOSED,2025-03-21
QN-025-04600,INCOMING_INSPECTION,2025-02-15,"Kobe Mira Optics Industry Co., Ltd.",CMP-BAT-0178,Li-ion battery pack 079,LOT-202502-40,4500087407,15300,270,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-US-06,CLOSED,2025-02-27
QN-025-04601,INCOMING_INSPECTION,2025-02-22,"Pingtung Energy Co., Ltd.",CMP-CBL-0425,flex ribbon cable 326,LOT-202502-57,4500087377,12350,145,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-NL-01,CLOSED,2025-03-07
QN-025-04602,SUPPLIER_COMPLAINT,2025-03-01,Nagoya Polymer Industrial Corp.,CMP-ADH-0272,structural adhesive 173,LOT-202503-74,,4850,65,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-DC-DE-01,CLOSED,2025-03-15
QN-025-04603,SCAR,2025-03-08,Wuxi Crane Electronics Industrial Corp.,CMP-FST-0319,torx screw 212,LOT-202503-91,,11500,10,DEF-SWELL-06,cell pouch deformation observed,MINOR,USE_AS_IS,MER-DC-CN-01,CLOSED,2025-03-23
QN-025-04604,INCOMING_INSPECTION,2025-03-15,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,LOT-202503-18,,8300,90,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-DC-CN-02,CLOSED,2025-03-31
QN-025-04605,INCOMING_INSPECTION,2025-03-22,Xiamen Harbor Energy Inc.,CMP-CAM-0454,camera module 355,LOT-202503-35,4500087574,2600,20,DEF-DIM-03,dimension out of tolerance,CRITICAL,SCRAP,MER-DC-JP-01,CLOSED,2025-04-08
QN-025-04606,SUPPLIER_COMPLAINT,2025-03-29,Foshan Ridge Polymer Corporation,CMP-PCB-0100,main logic board assembly 001,LOT-202503-52,4500088408,16200,350,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-GB-01,CLOSED,2025-04-16
QN-025-04607,SCAR,2025-04-05,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0347,OLED display module 248,LOT-202504-69,,15850,100,DEF-SOLDER-01,cold solder joint on connector,MAJOR,USE_AS_IS,MER-DC-MX-01,CLOSED,2025-04-24
QN-025-04608,INCOMING_INSPECTION,2025-04-12,"Quang Nam Precision Industry Co., Ltd.",CMP-BAT-0194,Li-ion battery pack 095,LOT-202504-86,,12600,75,DEF-PKG-05,packaging damaged in transit,MAJOR,SCRAP,MER-DC-SG-01,CLOSED,2025-05-02
QN-025-04609,INCOMING_INSPECTION,2025-04-19,"Kunshan Components Co., Ltd.",CMP-CBL-0441,flex ribbon cable 342,LOT-202504-13,,11450,240,DEF-ELEC-04,fails electrical continuity test,MAJOR,REWORK,MER-3PL-US-01,CLOSED,2025-05-10
QN-025-04610,SUPPLIER_COMPLAINT,2025-04-26,Gumi Tooling Industrial Corp.,CMP-ADH-0288,STRUCTURAL ADHESIVE 189,LOT-202504-30,4500087684,1700,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,RETURN_TO_VENDOR,MER-3PL-PL-02,CLOSED,2025-05-18
QN-025-04611,SCAR,2025-05-03,Suzhou Brightway Electronics Industrial Corp,CMP-FST-0375,torx screw 276,LOT-202505-47,4500089065,11900,480,DEF-PKG-05,packaging damaged in transit,CRITICAL,SCRAP,MER-3PL-MY-03,CLOSED,2025-05-26
QN-025-04612,INCOMING_INSPECTION,2025-05-10,Osaka Meiwa Precision Joint Stock Company,CMP-ENC-0222,machined housing 123,LOT-202505-64,,12900,40,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-US-01,CLOSED,2025-06-03
QN-025-04613,INCOMING_INSPECTION,2025-05-17,SENDAI COMPONENTS INC.,CMP-CAM-0470,CAMERA MODULE 371,LOT-202505-81,,6400,10,DEF-SOLDER-01,cold solder joint on connector,MINOR,RETURN_TO_VENDOR,MER-DC-US-02,CLOSED,2025-06-11
QN-025-04614,SUPPLIER_COMPLAINT,2025-05-24,Nara Tooling Corporation,CMP-PCB-0517,main logic board assembly 418,LOT-202505-98,,18350,255,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-US-03,CLOSED,2025-06-19
QN-025-04615,SCAR,2025-05-31,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0363,OLED display module 264,LOT-202505-25,4500088924,18250,55,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-US-04,CLOSED,2025-06-27
QN-025-04616,INCOMING_INSPECTION,2025-06-07,"Yilan Display Industry Co., Ltd.",CMP-BAT-0210,Li-ion battery pack 111,LOT-202506-42,4500087727,3800,220,DEF-ELEC-04,fails electrical continuity test,CRITICAL,REWORK,MER-DC-US-05,CLOSED,2025-07-05
QN-025-04617,INCOMING_INSPECTION,2025-06-14,"Ningbo Anchor Circuit Co., Ltd.",MRO-GEN-0723,maintenance supply item 23,LOT-202506-59,,3200,10,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-US-06,CLOSED,2025-07-13
QN-025-04618,SUPPLIER_COMPLAINT,2025-06-21,"Zhangzhou Reed Display Industry Co., Ltd.",CMP-ADH-0152,structural adhesive 053,LOT-202506-76,,18300,320,DEF-PKG-05,packaging damaged in transit,MAJOR,USE_AS_IS,MER-DC-NL-01,CLOSED,2025-07-21
QN-025-04619,SCAR,2025-06-28,HANOI LOTUS ACOUSTICS,CMP-FST-0391,torx screw 284,LOT-202506-93,,10100,50,DEF-ELEC-04,fails electrical continuity test,MAJOR,SCRAP,MER-DC-DE-01,CLOSED,2025-07-29
QN-025-04620,INCOMING_INSPECTION,2025-07-05,Qingdao Pearl Display Joint Stock Company,CMP-ENC-0238,machined housing 131,LOT-202507-20,4500089855,18550,80,DEF-PKG-05,packaging damaged in transit,MINOR,RETURN_TO_VENDOR,MER-DC-CN-01,CLOSED,2025-08-06
QN-025-04621,INCOMING_INSPECTION,2025-07-12,Hefei Summit Circuit Inc.,CMP-CAM-0486,camera module 387,LOT-202507-37,4500089617,2500,40,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-DC-CN-02,CLOSED,2025-08-14
QN-025-04622,SUPPLIER_COMPLAINT,2025-07-19,Vinh Phuc Microsystems Corporation,CMP-PCB-0132,main logic board assembly 033,LOT-202507-54,,14300,180,DEF-SWELL-06,cell pouch deformation observed,MAJOR,RETURN_TO_VENDOR,MER-DC-JP-01,CLOSED,2025-08-22
QN-025-04623,SCAR,2025-07-26,"Cheonan Metalworks Industry Co., Ltd.",CMP-DSP-0379,OLED display module 280,LOT-202507-71,,11350,30,DEF-SWELL-06,cell pouch deformation observed,MAJOR,SCRAP,MER-DC-GB-01,CLOSED,2025-08-30
QN-025-04624,INCOMING_INSPECTION,2025-08-02,"Hsinchu Optics Industry Co., Ltd.",CMP-BAT-0226,Li-ion battery pack 127,LOT-202508-88,,7400,25,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-DC-MX-01,CLOSED,2025-09-07
QN-025-04625,INCOMING_INSPECTION,2025-08-09,Bac Ninh Crown Metalworks Industry Co Ltd,CMP-CAM-0173,camera module 074,LOT-202508-15,,9150,150,DEF-SOLDER-01,cold solder joint on connector,MAJOR,RETURN_TO_VENDOR,MER-DC-SG-01,CLOSED,2025-09-15
QN-025-04626,SUPPLIER_COMPLAINT,2025-08-16,Dongguan Rixin Microsystems,MRO-GEN-0714,maintenance supply item 14,LOT-202508-32,4500088050,9750,80,DEF-PKG-05,packaging damaged in transit,MAJOR,REWORK,MER-3PL-US-01,CLOSED,2025-09-23
QN-025-04627,SCAR,2025-08-23,Tainan Metalworks Industrial Corp.,CMP-FST-0407,torx screw 308,LOT-202508-49,,14100,275,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-3PL-PL-02,CLOSED,2025-10-01
QN-025-04628,INCOMING_INSPECTION,2025-08-30,Kyoto Hana Optics Joint Stock Company,CMP-ENC-0254,machined housing 155,LOT-202508-66,,11200,5,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-3PL-MY-03,CLOSED,2025-10-09
QN-025-04629,INCOMING_INSPECTION,2025-09-06,Chiayi Energy Inc.,CMP-CAM-0502,camera module 403,LOT-202509-83,,1150,15,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-US-01,CLOSED,2025-10-17
QN-025-04630,SUPPLIER_COMPLAINT,2025-09-13,Jiaxing Polymer Corporation,CMP-PCB-0148,main logic board assembly 041,LOT-202509-10,4500088098,10750,100,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-US-02,CLOSED,2025-09-25
QN-025-04631,SCAR,2025-09-20,"Taoyuan Electronics Industry Co., Ltd.",CMP-DSP-0395,OLED display module 296,LOT-202509-27,4500089501,9400,120,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-US-03,CLOSED,2025-10-03
QN-025-04632,INCOMING_INSPECTION,2025-09-27,"Xiamen Harbor Precision Industry Co., Ltd.",CMP-BAT-0242,Li-ion battery pack 143,LOT-202509-44,,17900,240,DEF-SWELL-06,cell pouch deformation observed,MAJOR,SCRAP,MER-DC-US-04,CLOSED,2025-10-11
QN-025-04633,INCOMING_INSPECTION,2025-10-04,"Volta Energy Co., Ltd.",CMP-CBL-0129,flex ribbon cable 030,LOT-202510-61,,18200,70,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-US-05,CLOSED,2025-10-19
QN-025-04634,SUPPLIER_COMPLAINT,2025-10-11,Da  Nang Polymer,CMP-ADH-0176,structural adhesive 077,LOT-202510-78,,8250,30,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-DC-US-06,CLOSED,2025-10-27
QN-025-04635,SCAR,2025-10-18,Haiphong Electronics Industrial Corp.,CMP-FST-0423,torx screw 324,LOT-202510-95,4500088215,2800,150,DEF-DIM-03,dimension out of tolerance,CRITICAL,SCRAP,MER-DC-NL-01,CLOSED,2025-11-04
QN-025-04636,INCOMING_INSPECTION,2025-10-25,Can Tho Precision Joint Stock Company,CMP-ENC-0270,machined housing 171,LOT-202510-22,4500088968,6400,0,DEF-SWELL-06,cell pouch deformation observed,MINOR,SCRAP,MER-DC-DE-01,CLOSED,2025-11-12
QN-025-04637,INCOMING_INSPECTION,2025-11-01,Jeonju Components Inc.,CMP-CAM-0317,camera module 218,LOT-202511-39,,10000,40,DEF-PKG-05,packaging damaged in transit,MINOR,USE_AS_IS,MER-DC-CN-01,CLOSED,2025-11-20
QN-025-04638,SUPPLIER_COMPLAINT,2025-11-08,Suzhou Brightway Tooling Corporation,MRO-GEN-0702,maintenance supply item 02,LOT-202511-56,,1450,0,DEF-SWELL-06,cell pouch deformation observed,MINOR,REWORK,MER-DC-CN-02,CLOSED,2025-11-28
QN-025-04639,SCAR,2025-11-15,"Osaka Meiwa Acoustics Industry Co., Ltd.",CMP-DSP-0411,OLED display module 312,LOT-202511-73,,13200,95,DEF-SOLDER-01,cold solder joint on connector,MAJOR,REWORK,MER-DC-JP-01,CLOSED,2025-12-06
QN-025-04640,INCOMING_INSPECTION,2025-11-22,Hailong Precision Industry Co. Ltd,CMP-DSP-0451,6.7-inch OLED display module,LOT-202511-90,4500089534,6500,60,DEF-PKG-05,packaging damaged in transit,CRITICAL,REWORK,MER-DC-GB-01,CLOSED,2025-12-14
QN-025-04641,INCOMING_INSPECTION,2025-11-29,Chengdu Skylark Components Co. Ltd,CMP-CBL-0345,flex ribbon cable 246,LOT-202511-17,4500089939,12100,150,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-MX-01,CLOSED,2025-12-22
QN-025-04642,SUPPLIER_COMPLAINT,2025-12-06,Kaohsiung Tooling Industrial Corp.,CMP-ADH-0192,structural adhesive 093,LOT-202512-34,,19700,80,DEF-ELEC-04,fails electrical continuity test,MINOR,RETURN_TO_VENDOR,MER-DC-SG-01,CLOSED,2025-12-30
QN-025-04643,SCAR,2025-12-13,Keelung Acoustics Industrial Corp.,CMP-FST-0439,torx screw 340,LOT-202512-51,,3350,20,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-3PL-US-01,CLOSED,2026-01-07
QN-025-04644,INCOMING_INSPECTION,2025-12-20,Changshu Display Joint Stock Company,CMP-ENC-0286,machined housing 187,LOT-202512-68,,19450,480,DEF-COSM-02,cosmetic scratch beyond spec,CRITICAL,RETURN_TO_VENDOR,MER-3PL-PL-02,CLOSED,2026-01-15
QN-025-04645,INCOMING_INSPECTION,2025-12-27,Nantong Circuit Inc.,CMP-CAM-0333,camera module 234,LOT-202512-85,4500089160,3150,75,DEF-PKG-05,packaging damaged in transit,CRITICAL,REWORK,MER-3PL-MY-03,CLOSED,2026-01-23
QN-026-04646,SUPPLIER_COMPLAINT,2026-01-03,Hanoi Lotus Microsystems Corporation,CMP-PCB-0180,main logic board assembly 081,LOT-202601-12,4500089391,17500,65,DEF-ELEC-04,fails electrical continuity test,MINOR,RETURN_TO_VENDOR,MER-DC-US-01,CLOSED,2026-01-31
QN-026-04647,SCAR,2026-01-10,CHANGWON DELTA CIRCUIT INC.,CMP-FST-0239,torx screw 140,LOT-202601-29,,17950,25,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-DC-US-02,CLOSED,2026-02-08
QN-026-04648,INCOMING_INSPECTION,2026-01-17,"Pusan Display Industry Co., Ltd.",CMP-BAT-0114,Li-ion battery pack 015,LOT-202601-46,,4350,85,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-DC-US-03,CLOSED,2026-02-16
QN-026-04649,INCOMING_INSPECTION,2026-01-24,Incheon Circuit Co. Ltd,CMP-CBL-0361,flex ribbon cable 262,LOT-202601-63,,8650,135,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,SCRAP,MER-DC-US-04,CLOSED,2026-02-24
QN-026-04650,SUPPLIER_COMPLAINT,2026-01-31,Binh Duong Microsystems Industrial Corp.,CMP-ADH-0208,structural adhesive 109,LOT-202601-80,4500087279,18500,15,DEF-SWELL-06,cell pouch deformation observed,MINOR,REWORK,MER-DC-US-05,CLOSED,2026-03-04
QN-026-04651,SCAR,2026-02-07,Gwangju Metalworks Industrial Corp.,CMP-FST-0255,torx screw 156,LOT-202602-97,4500088597,6000,10,DEF-ELEC-04,fails electrical continuity test,MINOR,REWORK,MER-DC-US-06,OPEN,
QN-026-04652,INCOMING_INSPECTION,2026-02-14,Sapporo Optics Joint Stock Company,CMP-ENC-0302,machined housing 203,LOT-202602-24,,10800,35,DEF-SOLDER-01,cold solder joint on connector,MINOR,RETURN_TO_VENDOR,MER-DC-NL-01,OPEN,NULL
QN-026-04653,INCOMING_INSPECTION,2026-02-21,Dongguan Rixin Energy Inc.,CMP-CAM-0349,CAMERA MODULE 250,LOT-202602-41,,13550,180,DEF-PKG-05,packaging damaged in transit,MAJOR,SCRAP,MER-DC-DE-01,OPEN,N/A
QN-026-04654,SUPPLIER_COMPLAINT,2026-02-28,Quanzhou Apex Optics Joint Stock Company,CMP-PCB-0260,main logic board assembly 161,LOT-202602-58,,16000,10,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-CN-01,OPEN,
QN-026-04655,SCAR,2026-03-07,NAGOYA METALWORKS,CMP-DSP-0484,OLED display module 385,LOT-202603-75,4500087980,17100,480,DEF-ELEC-04,fails electrical continuity test,CRITICAL,RETURN_TO_VENDOR,MER-DC-CN-02,OPEN,N/A
QN-026-04656,INCOMING_INSPECTION,2026-03-14,"WUXI CRANE OPTICS INDUSTRY CO., LTD.",CMP-BAT-0130,Li-ion battery pack 023,LOT-202603-92,4500088912,15750,255,DEF-SWELL-06,cell pouch deformation observed,MAJOR,USE_AS_IS,MER-DC-JP-01,CLOSED,2026-04-21
QN-026-04657,INCOMING_INSPECTION,2026-03-21,"Taichung Energy Co., Ltd.",CMP-CBL-0377,flex ribbon cable 278,LOT-202603-19,,15450,240,DEF-SWELL-06,cell pouch deformation observed,MAJOR,REWORK,MER-DC-GB-01,OPEN,
QN-026-04658,SUPPLIER_COMPLAINT,2026-03-28,Shaoxing Polymer Industrial Corp.,CMP-ADH-0424,STRUCTURAL ADHESIVE 325,LOT-202603-36,,11200,240,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-MX-01,OPEN,NULL
QN-026-04659,SCAR,2026-04-04,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,LOT-202604-53,,17100,290,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-DC-SG-01,CLOSED,2026-05-15
QN-026-04660,INCOMING_INSPECTION,2026-04-11,Volta Precision Joint Stock Company,CMP-ENC-0118,machined housing 019,LOT-202604-70,4500087148,6550,80,DEF-DIM-03,dimension out of tolerance,MAJOR,USE_AS_IS,MER-3PL-US-01,OPEN,
QN-026-04661,INCOMING_INSPECTION,2026-04-18,Da Nang Components Inc.,CMP-CAM-0365,camera module 266,LOT-202604-87,4500088852,19200,60,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-3PL-PL-02,CLOSED,2026-05-01
QN-026-04662,SUPPLIER_COMPLAINT,2026-04-25,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153,LOT-202604-14,,950,10,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,REWORK,MER-3PL-MY-03,OPEN,NULL
QN-026-04663,SCAR,2026-05-02,"Gumi Electronics Industry Co., Ltd.",CMP-DSP-0500,OLED display module 393,LOT-202605-31,,17550,55,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-US-01,OPEN,
QN-026-04664,INCOMING_INSPECTION,2026-05-09,Ulsan Precision Industry Co. Ltd,CMP-BAT-0146,Li-ion battery pack 047,LOT-202605-48,,8350,20,DEF-ELEC-04,fails electrical continuity test,MINOR,SCRAP,MER-DC-US-02,OPEN,NULL
QN-026-04665,INCOMING_INSPECTION,2026-05-16,"Suwon Components Co., Ltd.",MRO-GEN-0715,maintenance supply item 15,LOT-202605-65,4500087350,3800,70,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-US-03,CLOSED,2026-06-02
QN-026-04666,SUPPLIER_COMPLAINT,2026-05-23,Fukuoka Tooling Industrial Corp.,CMP-ADH-0240,structural adhesive 141,LOT-202605-82,4500088205,12350,100,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-DC-US-04,OPEN,
QN-026-04667,SCAR,2026-05-30,Hailong Acoustics Industrial Corp.,CMP-FST-0488,torx screw 389,LOT-202605-99,,1500,0,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-US-05,CLOSED,2026-06-18
QN-026-04668,INCOMING_INSPECTION,2026-06-06,Chengdu Skylark Display Joint Stock Company,CMP-ENC-0134,machined housing 035,LOT-202606-26,,16200,480,DEF-ELEC-04,fails electrical continuity test,CRITICAL,USE_AS_IS,MER-DC-US-06,OPEN,NULL
QN-025-04669,INCOMING_INSPECTION,2025-01-09,Hue Amber Acoustics Industrial Corp.,CMP-CBL-0305,flex ribbon cable 206,LOT-202501-43,,14750,315,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-NL-01,CLOSED,2025-01-30
QN-025-04670,SUPPLIER_COMPLAINT,2025-01-16,Ningbo Anchor Tooling Corporation,CMP-PCB-0268,main logic board assembly 169,LOT-202501-60,4500089613,3600,5,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-DE-01,CLOSED,2025-02-07
QN-025-04671,SCAR,2025-01-23,Zhuhai Coral Acoustics,CMP-DSP-0516,OLED display module 417,LOT-202501-77,4500087715,19350,45,DEF-DIM-03,dimension out of tolerance,MINOR,USE_AS_IS,MER-DC-CN-01,CLOSED,2025-02-15
QN-025-04672,INCOMING_INSPECTION,2025-01-30,"Hangzhou Lake Display Industry Co., Ltd.",CMP-BAT-0162,Li-ion battery pack 063,LOT-202501-94,,3000,0,DEF-PKG-05,packaging damaged in transit,MINOR,RETURN_TO_VENDOR,MER-DC-CN-02,CLOSED,2025-02-23
QN-025-04673,INCOMING_INSPECTION,2025-02-06,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0409,flex ribbon cable 302,LOT-202502-21,,8550,60,DEF-SWELL-06,cell pouch deformation observed,MAJOR,REWORK,MER-DC-JP-01,CLOSED,2025-03-03
QN-025-04674,SUPPLIER_COMPLAINT,2025-02-13,Long An Microsystems Industrial Corp.,CMP-ADH-0256,STRUCTURAL ADHESIVE 149,LOT-202502-38,,14250,215,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-GB-01,CLOSED,2025-03-11
QN-025-04675,SCAR,2025-02-20,Pusan Metalworks Industrial Corp.,CMP-FST-0103,torx screw 004,LOT-202502-55,4500087776,9900,100,DEF-ELEC-04,fails electrical continuity test,MAJOR,USE_AS_IS,MER-DC-MX-01,CLOSED,2025-03-19
QN-025-04676,INCOMING_INSPECTION,2025-02-27,Toyohashi Gear Microsystems Industrial Corp.,CMP-ENC-0326,machined housing 227,LOT-202502-72,,1800,50,DEF-ELEC-04,fails electrical continuity test,CRITICAL,SCRAP,MER-DC-SG-01,CLOSED,2025-03-27
QN-025-04677,INCOMING_INSPECTION,2025-03-06,Hsinchu Circuit (Austin),CMP-CAM-0437,camera module 338,LOT-202503-89,,18950,345,DEF-SOLDER-01,cold solder joint on connector,MAJOR,USE_AS_IS,MER-3PL-US-01,CLOSED,2025-04-04
QN-025-04678,SUPPLIER_COMPLAINT,2025-03-13,Yokohama Kiyo Microsystems Corporation,CMP-PCB-0284,main logic board assembly 185,LOT-202503-16,,18300,120,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-3PL-PL-02,CLOSED,2025-04-12
QN-025-04679,SCAR,2025-03-20,"Daegu Metalworks Industry Co., Ltd.",CMP-DSP-0331,OLED display module 232,LOT-202503-33,,6600,5,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-3PL-MY-03,CLOSED,
QN-025-04680,INCOMING_INSPECTION,2025-03-27,"Kobe Mira Optics Industry Co., Ltd.",CMP-BAT-0178,Li-ion battery pack 079,LOT-202503-50,4500087407,1000,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,REWORK,MER-DC-US-01,CLOSED,2025-04-28
